section_one,section_two,label
"The bureau report shows significant increases in uninsured rates occurred among whites , blacks , people 18 to 24 , and middle- and higher-income earners nationwide .","Reflecting the broad scope of the recession and its aftermath , significant increases in uninsured rates occurred among whites , blacks , people 18-to-64 , and middle- and higher-income earners .",0
"The technology-laced Nasdaq Composite Index < .IXIC > added 8.27 points , or 0.51 percent , to 1,633.53 .","The broader Standard & Poor 's 500 Index .SPX crept up 4.3 points , or 0.44 percent , to 980.52 .",0
A spokesman for the U.S. Attorney 's Office in Atlanta also refused to comment .,Coca-Cola announced Friday morning that the U.S. Attorney 's office in Atlanta has started an inquiry .,0
"Blair has said there is not ' ' a shred of truth ' ' in allegations the government manipulated evidence , and has resisted calls for a full public inquiry .",Blair has said there is not ``a shred of truth ' ' in allegations that the government manipulated evidence about Iraq 's weapons programs .,0
It even struck a deal for distribution and advertising with popular P2P service Grokster .,Puretunes has also lost a distribution deal with the popular Grokster file-swapping software company .,0
U.S. forces recently apprehended some 40 suspected foreign militants near the Syrian border and are now interrogating them .,"The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border , officials said .",0
"Currently , about 37,000 U.S. troops are stationed in South Korea .","There are 100,000 U.S. troops in Asia , most of them in South Korea and Japan .",0
"Peterson told police he fished alone in San Francisco Bay on Christmas Eve , returning to an empty house .",Peterson told police he left his wife at about 9 : 30 a.m. on Dec. 24 to fish alone in San Francisco Bay .,0
North American markets finished mixed in directionless trading Monday as earnings season begins to slow and economic indicators move into the spotlight .,"North American markets grabbed early gains Monday morning , as earnings season begins to slow and economic indicators take the spotlight .",0
The Dow Jones industrial average advanced for the fourth week in a row .,"The Dow Jones industrial average .DJI rose 41.61 points , or 0.44 percent , to 9,415.82 .",0
"Also missing is Al Larsen , 31 , of Fort Worth , Texas , who was in another vehicle swept off the turnpike .","The other victim recovered Tuesday morning was Al Larsen , 31 , of Fort Worth , Texas .",0
He also could be barred permanently from the securities industry .,"Young faces a fine , suspension or being permanently barred from the securities industry .",0
"Debra Mitchell , a member of the church , said Wilson had recently lost her job .","Mitchell said many knew Wilson , 43 , to be unstable and that she recently lost her job .",0
""" I have heard the people of New York say , ' Enough is enough , ' "" Pataki said . """,""" I have every reason to believe that people understand enough is enough , "" Mr. Pataki said .",0
Diana was at her lowest ebb when she wrote the letter to Paul Burrell claiming there was a plot to kill her .,Burrell said Diana wrote a letter in October 1996 claiming there was a plot to kill her in a smash and gave it to him to keep as insurance .,0
"We caught this ... and haven 't sent it into the blood supply , "" said Dr. Dale Towns , CBS Calgary medical director .",""" We 're delighted the testing has worked -- we caught this ... and haven 't sent it into the blood supply , "" said Dr. Dale Towns , Calgary medical director of CBS .",0
The Senate 's proposal will need the support of the Democrat-led Assembly and Pataki to become law .,"Even if the Senate approves the proposals , they would require the support of the Democrat-led Assembly and Gov. George Pataki to become law .",0
The stock lost about 75 percent of its value after that bombshell and remains 40 percent below pre-disclosure levels .,The stock lost some three quarters of its value after the initial February 24 bombshell disclosure .,0
"The crates are full of hardback copies of "" Harry Potter and the Order of the Phoenix . ""","On June 4 , Amazon said it had received orders for over 1 million copies of "" Harry Potter and the Order of the Phoenix . """,0
"French special police raided a farm in Corsica on Friday , capturing the top suspect in the 1998 murder of France 's highest official on the Mediterranean island , officials said .","Police arrested on Friday the chief suspect in the murder of the top state official on the unruly French island of Corsica , Interior Minister Nicolas Sarkozy said .",0
"The blue-chip Dow Jones industrial average .DJI fell 86.56 points , or 0.94 percent , to 9,109.99 , after giving up more than 1 percent earlier .","The Dow Jones industrial average .DJI fell 79.43 points , or 0.86 percent , to 9,117.12 on Friday .",0
General Wesley Clark finally confirmed this week that he would seek the Democratic nomination to run against President George Bush in next year 's presidential elections .,Retired General Wesley Clark 's entry into the race for the Democratic presidential nomination will almost certainly strengthen anti-war forces determined to unseat US President George W Bush next year .,0
The American Express Corp. has pledged at least $ 3 million of more than $ 5 million needed .,"The city had requested federal funds , but withdrew that request when American Express pledged at least $ 3 million .",0
"Lee Janzen , who was tied atop the leaderboard with five holes left , finished with a 68 and tied for sixth .","Lee Janzen , tied atop the leaderboard with five holes left , finished with a 68 to tie for sixth with Bob Crane ( 67 ) at 269 .",0
"The equivalent of 75,000 55-gallon barrels of waste thought to contain transuranic waste are stored underground at Hanford .","The equivalent of 75,000 55-gallon barrels of transuranic and low-level radioactive waste , some of it mixed with hazardous chemicals , is buried at Hanford .",0
"There are more surprises than you can possibly imagine , "" Gov. Gray Davis told reporters at a campaign stop in Compton .","There are more surprises than you can possibly imagine , "" Davis said after appearing with former U.S. president Bill Clinton at a school dedication .",0
Less than 20 percent of Boise 's sales would come from making lumber and paper after the OfficeMax purchase is completed .,"Less than 20 percent of Boise 's sales would come from making lumber and paper after the OfficeMax purchase is complete , assuming those businesses aren 't sold .",0
